"article_id"|"article_url"|"article_authors"|"article_text"|"article_headline"|"publication_timestamp"|"article_categories"
"70168794"|"https://timesofindia.indiatimes.com/world/pakistan/11-killed-60-injured-in-pakistan-train-collision/articleshow/70168794.cms"|"[PTI]"|"LAHORE: A speeding passenger train on Thursday rammed into a freight train in Pakistan's eastern Punjab province, killing at least eleven people and injuring 60 others, according to media reports. The Quetta bound Akbar Express collided with a stationary freight train at the Walhar Railway Station in Sadiqabad Tehsil of the Punjab province, Radio Pakistan reported. The freight train was standing on the loop line when the speeding passenger train instead of running on the mainline went on the wrong track. District Police Officer (DPO) Rahim Yar Khan Umar Salamat said the deceased include one woman and eight men, while the injured include nine women and 11 children. The engine of the Akbar Express was completely destroyed in the accident while three bogies were also damaged, police said. The injured have been shifted to nearby hospitals of Sadiqabad and Rahim Yar Khan for treatment where an emergency has been declared, Geo news reported. A child and a man have been rescued from the train, the report said. The DPO further said rescue operation is underway and hydraulic cutters have been called at the site to retrieve dead bodies, it added. Officials say they fear more casualties in the accident. Prime Minister Imran Khan and President Arif Alvi have expressed deep grief and sorrow over the loss of precious lives in the train accident. In a tweet, Prime Minister Imran Khan said he has asked Railways Minister to take emergency steps to counter decades of neglect of railway infrastructure and ensure safety standards. Railways minister Sheikh Rasheed Ahmed has expressed deep grief and sorrow over the loss of precious lives in the accident. He has also ordered an investigation into the incident. Download The Times of India News App for Latest World News."|"11 killed, 60 injured in Pakistan train collision"|"Thu Jul 11 13:24:00 CEST 2019"|"[world]"
"70174871"|"https://timesofindia.indiatimes.com/world/pakistan/experts-from-india-pakistan-to-meet-on-july-14-to-discuss-modalities-of-kartarpur-corridor-foreign-office/articleshow/70174871.cms"|"[PTI]"|"ISLAMABAD: Experts from India and Pakistan will meet on Sunday at the Wagah border to discuss the draft agreement for finalising the modalities of the Kartarpur corridor and related technical issues, Pakistan Foreign Office said on Thursday. The corridor will connect Darbar Sahib in Pakistan's Kartarpur with Dera Baba Nanak shrine in Gurdaspur district and facilitate visa-free movement of Indian Sikh pilgrims, who will have to just obtain a permit to visit Kartarpur Sahib, which was established in 1522 by Sikh faith founder Guru Nanak Dev. ""The Indian delegation will come to Pakistan for the talks to be held at Wagah,"" Foreign Office (FO) spokesperson Muhammad Faisal said at his weekly news briefing. The FO on July 2 said that Pakistan has proposed July 14 for the second round of talks with India to discuss the draft agreement, which was accepted by New Delhi. The first meeting of officials of Pakistan and India to finalise the modalities of the landmark corridor was held in Attari in the shadow of escalating bilateral tensions in March following the Pulwama terror attack by a suicide bomber of Pakistan-based Jaish-e-Mohammed on February 14. India had conveyed its concerns over the presence of several Khalistani separatists in a committee appointed by Pakistan on the Kartarpur corridor. Last November, India and Pakistan agreed to set up the border crossing linking Gurudwara Darbar Sahib in Kartarpur, the final resting place of Sikh faith's founder Guru Nanak Dev, to Dera Baba Nanak shrine in India's Gurdaspur district. Kartarpur Sahib is located in Pakistan's Narowal district across the river Ravi, about four km from the Dera Baba Nanak shrine. Two days later, Pakistan Prime Minister Imran Khan laid the foundation stone of the corridor in Narowal, 125 km from Lahore. Early this month, Pakistan government earmarked Rs 100 crore in the federal budget 2019-20 for the development of the much-awaited corridor. The funds will be used for land acquisition and development of infrastructure of Kartarpur under Public Sector Development Programme (PSDP) for the next financial year 2019-20. Download The Times of India News App for Latest World News."|"Experts from India, Pakistan to meet on July 14 to discuss modalities of Kartarpur corridor: Foreign office"|"Thu Jul 11 17:05:00 CEST 2019"|"[world]"
"70175836"|"https://timesofindia.indiatimes.com/world/pakistan/cant-prejudge-icjs-decision-in-kulbhushan-jadhavs-case-pakistan/articleshow/70175836.cms"|"[PTI]"|"ISLAMABAD: Pakistan on Thursday said it cannot ""prejudge"" the decision of the International Court of Justice (ICJ) in the former Indian naval officer Kulbhushan Jadhav's case on July 17. Jadhav, 48, a retired Indian Navy officer, was sentenced to death by a Pakistani military court on charges of ""espionage and terrorism"" after a closed trial in April 2017. His sentencing evoked a sharp reaction in India. India moved the ICJ in May 2017 for the ""egregious violation"" of the provisions of the Vienna Convention by Pakistan by repeatedly denying New Delhi consular access to Jadhav. ""We cannot prejudge the judgment,"" Pakistan Foreign Office (FO) spokesperson Muhammad Faisal said at his weekly news briefing. He, however, said that Pakistan has fully contested the case before the Hague-based ICJ. The ICJ has announced, in a statement on July 4, that it will deliver on July 17 its judgment in the Jadhav case. ""A public sitting will take place at 3 p.m. (local time) at the Peace Palace in The Hague, during which Judge Abdulqawi Ahmed Yusuf, President of the Court, will read the Court's decision,"" it said. Pakistan claims that its security forces arrested Jadhav from restive Balochistan on March 3, 2016 after he reportedly entered from Iran. However, India maintains that Jadhav was kidnapped from Iran where he had business interests after retiring from the Indian Navy. Download The Times of India News App for Latest World News."|"Can't 'prejudge' ICJ's decision in Kulbhushan Jadhav's case : Pakistan"|"Thu Jul 11 17:48:00 CEST 2019"|"[world]"
"70170884"|"https://timesofindia.indiatimes.com/world/us/mass-immigration-roundups-in-us-to-start-sunday/articleshow/70170884.cms"|"[Reuters]"|"Roundups of undocumented immigrant families will start Sunday in 10 U.S. cities, fulfilling a hardline immigration stance from U.S. President Donald Trump which will be a key issue in his 2020 re-election bid, the New York Times reported. The raids will be conducted by Immigration and Customs Enforcement (ICE) agents over a number of days starting July 14, the Times reported citing unnamed sources including two current and one former homeland security officials. Reuters could not independently confirm the pending government action early on Thursday. The officials told the Times that ICE agents were targeting at least 2,000 immigrants who have been ordered deported but remain in the country illegally. Trump said on July 5 that the mass roundups would begin ""fairly soon,"" even as migrant advocates vowed their communities would be ""ready"" when immigration officers come. He postponed the operation last month after the date was leaked, but last week said it would take place after July 4. ""They'll be starting fairly soon, but I don't call them raids, we're removing people, all of these people who have come in over the years illegally,"" Trump told reporters at the White House on Friday. Last month ICE officials said operations would target recently-arrived undocumented migrants in a bid to discourage a surge of Central American families at the southwest border. ICE said in a previous statement its focus was arresting people with criminal histories but any immigrant found in violation of U.S. laws was subject to arrest. The threatened raids have rattled immigrant communities and come after apprehensions of migrants on the southwest border hit a 13-year high in May before easing in June as Mexico increased immigration enforcement. Democratic lawmakers visited an El Paso, Texas, Border Patrol station on Monday and said migrants were being held in ""horrifying"" conditions, with women told to drink out of a toilet, a claim that has been disputed. Immigrant families arrested together will be held together, when possible, in family detention centers in Texas and Pennsylvania, the officials told the Times. But because of space limitations, some might stay in hotel rooms until travel is arranged. Download The Times of India News App for Latest World News."|"Mass immigration roundups in US to start Sunday"|"Thu Jul 11 12:45:00 CEST 2019"|"[world]"
"70172350"|"https://timesofindia.indiatimes.com/world/us/major-shuffle-at-nasa-in-rush-to-meet-trumps-moon-deadline/articleshow/70172350.cms"|"[AFP]"|"WASHINGTON: Nasa has replaced the head of its human space exploration directorate in a major shake-up, US media reported Wednesday, as the agency scrambles to meet President Donald Trump's ambitious deadline to return astronauts to the moon by 2024. The project- named Artemis- would be the first attempt to return humans to the lunar surface since the last Apollo landing in 1972, but some experts doubt if the deadline is realistic given budgetary constraints and delays in developing the next-generation rockets and equipment needed for the journey. To meet this ""bold challenge"", Nasa administrator Jim Bridenstine said in an email to employees that Bill Gerstenmaier, head of the agency's Human Exploration and Operations (HEO) missions directorate, has been removed from his position and assigned an advisory role, the Washington Post and other US news outlets. The widely-respected Gerstenmaier is a Nasa veteran who joined the agency in 1977, rising to become one of its top managers, overseeing the space shuttle program and US operations on the International Space Station before becoming head of HEO. ""We, as a nation, are thankful for his service in advancing America's priorities and expanding the limits of science, technology and exploration,"" Bridenstine wrote of Gerstenmaier in his email, according to CBS News. Former astronaut Ken Bowersox will be the acting head of the section, according to Bridenstine's email. The American plan to return humans to the moon- including the first woman- is beset with delays and cost overruns, according to an official audit released last month. The cost of Boeing's giant Space Launch System (SLS) rocket- at the core of the Artemis project- has risen by nearly 30 percent to $8 billion, and its already-delayed first flight is unlikely to take place by June 2020 as planned. Costs for the Orion capsule being built by Lockheed Martin to transport astronauts have also grown. But Vice President Mike Pence, who announced the accelerated 2024 target in March, has criticized Nasa for ""bureaucratic inertia"" and asked for a new mindset. Critics have said such tight deadlines may lead to serious risk-taking to save time, including reducing the amount of testing done on rockets. Bridenstine has described the 2024 deadline as ""aggressive"" but doable. Download The Times of India News App for Latest World News."|"Major shuffle at Nasa in rush to meet Trump's 2024 moon deadline"|"Thu Jul 11 14:49:00 CEST 2019"|"[world]"
"70173543"|"https://timesofindia.indiatimes.com/world/us/missing-texas-man-was-eaten-by-his-own-18-pet-dogs/articleshow/70173543.cms"|"[AP]"|"DALLAS: A Texas man who had been missing for months was eaten, bones and all, by his pack of dogs, sheriff's deputies said. Medical examiners said Tuesday that DNA testing determined that pieces of bone recovered from the dogs' feces were those of 57-year-old Freddie Mack, according to the Johnson County Sheriff's Office. Deputy Aaron Pitts said the 18 mixed-breed dogs apparently devoured all of Mack's body, his clothing and his hair, leaving nothing larger than 2-to 5-inch bone fragments. ""Never have we ever, or anyone we've spoken to, heard of an entire human being consumed,'' Pitts told The Associated Press. ""The bones were completely broken up and eaten."" Mack had serious health problems, and it's unclear whether the dogs killed their owner or consumed his body after he died from a medical condition. ""Either way, it is a very gruesome event and we extend our sympathy to Freddie Mack's family,"" Sheriff Adam King said in a statement. In May, a relative reported the reclusive Mack missing from his home near Venus, a community of fewer than 4,000 people about 30 miles (50 kilometers) southwest of Dallas, saying the family hadn't heard from him since mid-April. The aggressive dogs stopped the family from entering Mack's property, and posed problems for deputies, who were eventually able to look around while keeping the dogs away with a ``distraction method,'' according to the sheriff's office. The deputies couldn't locate Mack and, after days of searching, investigators returned to comb the property. Amid the high grass, they found animal feces containing bits of human hair, clothing and bone. The larger fragments were sent to the University of North Texas Center for Human Remains Identification, and were eventually matched to Mack through family DNA testing. Pitts said two of the dogs were killed by their mates, 13 were put down because of their ``aggressive nature'' and three have been put up for adoption. The deputy said that Mack kept his dogs well fed and cared for. The only other time the deputies had dealt with him was in 2017, when Mack called from the hospital to ask if someone could check on his dogs, Pitts said. ""This man loved his animals,'' he said. Download The Times of India News App for Latest World News."|"Missing Texas man was eaten by his own 18 pet dogs"|"Thu Jul 11 19:29:00 CEST 2019"|"[world]"
"70163619"|"https://timesofindia.indiatimes.com/world/us/white-house-confirms-trump-will-meet-imran-khan-on-july-22/articleshow/70163619.cms"|"[Chidanand Rajghatta, TNN]"|"WASHINGTON: The Trump White House on Wednesday confirmed that Pakistan's Prime Minister Imran Khan would meet with the US President in Washington on July 22 during a visit that appears aimed primarily at resetting ties between the two countries and bringing peace and stability to the region. The White House confirmation came a day after the State Department had said it had no idea about the upcoming visit -- first reported in the Pakistani media - causing discomfiture in the Islamabad establishment that had leaked reports of the upcoming trip. However, the White House announcement of the visit indicated that the issue of terrorism, instability, and violence will dominate the conversation given Pakistan's destabilising role in the region, including in Afghanistan and India. ""The visit will focus on strengthening cooperation between the United States and Pakistan to bring peace, stability, and economic prosperity to a region that has seen far too much conflict. President Trump and Prime Minister Khan will discuss a range of issues, including counterterrorism, defense, energy, and trade, with the goal of creating the conditions for a peaceful South Asia and an enduring partnership between our two countries,"" the statement from the White House Press Secretary said. Khan is expected to be in the US for three days in an effort to restore Pakistan’s frayed ties with the US that went further south after Trump came to office. The US President, clearly not a fan of Pakistan, has repeatedly berated Islamabad for taking American money and not doing anything for the US. “We paid Pakistan Billions of Dollars & they never told us he was living there. Fools!” he said in one tweet, referring to Osama bin Laden being found in a hideout in Abbottabad. After cutting off $1.6 in military aid to Pakistan, he told Fox News, “They don't do anything for us, they don't do a damn thing for us."" Trump's attack also brought a sharp retort from Imran Khan, who maintained that Pakistan was the victim of over 75,000 deaths and lost over $123 billion because of the United State’s “War on Terror”, though no Pakistani nationals were involved in the plot and execution of the tragic events of 9/11. “Record needs to be put straight on Mr Trump's tirade against Pakistan: 1. No Pakistani was involved in 9/11 but Pak decided to participate in US War on Terror. 2. Pakistan suffered 75,000 casualties in this war & over $123 bn was lost to economy. US ""aid"" was a miniscule $20 bn,” he tweeted. “Instead of making Pakistan a scapegoat for their failures, the US should do a serious assessment of why, despite 140000 NATO troops plus 250,000 Afghan troops & reportedly $1 trillion spent on war in Afghanistan, the Taliban today are stronger than before,” Khan taunted over Twitter. For now though the two sides appeared to have put aside the spat and are getting ready to reset ties – with some help from Senator Lindsey Graham, member of the Senate Armed Services Committee and a close Trump associate - -partly on account of the US need to exit from Afghanistan. It is Graham, who was once a “never-Trumper” and called Trump the “world’s biggest jackass,” who visited Pakistan in January this year and began pushing the US President to meet Khan, ostensibly after assessing the ground situation in the region. In fact, Khan is coming to the US with top military aides, suggesting there will be some effort at restoring defense ties that have gone off the rails although Pakistan is too broke to buy any American military hardware. Download The Times of India News App for Latest World News."|"White House confirms Trump will meet Imran Khan on July 22"|"Thu Jul 11 09:49:00 CEST 2019"|"[world]"
"61701945"|"https://timesofindia.indiatimes.com/world/mad-mad-world/trump-and-melanias-wedding-cake-up-for-sale/articleshow/61701945.cms"|"[PTI]"|"WASHINGTON: A souvenir cake from US President Donald Trump and First Lady Melania's wedding has been put on an auction with the minimum bid at just $250. The duo cut a seven-tier cake worth $50,000 in their wedding in 2005. Julien's Auctions, a Los Angeles-based auction house, is accepting the bids on a serving of Donald and Melania Trump's wedding cake, which was originally provided as a take-home souvenir for guests in the wedding. According to Julien's, Donald and Melania Trump displayed an altogether different cake at their reception, a five-foot tall, 200-pound confection made with Grand Marnier butter cream frosting and decorated with 3,000 icing roses, though it ""was not eaten by the wedding guests due to the amount of wire used to make it stand."" Instead, the duo doled out individual chocolate truffle cakes in white paper boxes monogrammed with the letters ""MDT."" it said. The portion up for auction, too, will be housed in the same paper box. The auction house is expecting to sell it for somewhere between $1,000 and $2,000, though the current bid already stands at USD 1,250, with just six bids entered so far. Last month, a sketch of the Empire State Building drawn by the president recently sold at an auction for $16,000. Download The Times of India News App for Latest World News."|"Trump and Melania's wedding cake up for sale"|"Sat Nov 18 15:40:00 CET 2017"|"[world]"
"61785629"|"https://timesofindia.indiatimes.com/world/mad-mad-world/chinese-man-tries-to-feed-banknotes-to-tiger-loses-fingers/articleshow/61785629.cms"|"[PTI]"|"BEIJING: Feeding banknotes to a caged circus tiger proved costly for an elderly man in China as the big cat bit off two of his fingers. The tiger was part of a circus being staged at Jingziguan in Henan province on Wednesday. Bai, 65, approached a caged lion and the tiger, trying to feed them banknotes. A video posted online showed that the lion picked up the money and started chewing, but the tiger bit his right hand and would not let it go. Circus staff rushed to his rescue, hitting the tiger with iron bars until it let go of his hand. ""He fainted with a bleeding hand. Two fingers were missing,"" Hong Kong-based South China Morning Post quoted local media reports as saying. He was rushed to a hospital and is now out of danger. His middle finger had been entirely bitten off and he lost half of his ring finger, Bai's granddaughter said. Another relative of Bai said he had been drinking alcohol before he went to the circus. Download The Times of India News App for Latest World News."|"Chinese man tries to feed banknotes to tiger; loses fingers"|"Fri Nov 24 22:31:00 CET 2017"|"[world]"
"61791116"|"https://timesofindia.indiatimes.com/world/mad-mad-world/schools-in-siberian-town-remain-open-even-as-temperature-falls-to-50c/articleshow/61791116.cms"|"[TIMESOFINDIA.COM]"|"OYMYAKON: Schools in the town of Oymyakon in Russia’s Sakha Republic remained open on Thursday even as the temperature dropped to -50 degrees Celsius. The schools in town call off the classes only when the temperature falls to -52 degrees. On November 23, the mercury level in the city was two degrees short of the required limit to kick off the emergency measures, reported BBC.com. ""This morning it was -50, all children are studying,"" the village administration announced. However, the nearby city of Yakutsk was comparatively less stringent when it came to shutting down schools due to harsh weather. The heads of Yakutsk general educational institutions has prescribed closure of city's schools at -45 degrees for students of classes 1 to 5, -48 degrees for students of classes 1-8, and -50 degrees for students of classes 1-12. The Siberian region is known for its harsh winter climate. Oymyakon holds the title of one of the coldest permanently inhabited places on the planet. The average winter temperature in the town is -50 degrees. In 1924, the town recorded its coldest day when the temperature fell to a frigid -71.2 degrees. Download The Times of India News App for Latest World News."|"Schools in Siberian town remain open even as temperature falls to -50C"|"Sat Nov 25 09:21:00 CET 2017"|"[world]"
"70136175"|"https://timesofindia.indiatimes.com/world/uk/desi-couple-spat-at-during-train-ride-in-scotland/articleshow/70136175.cms"|"[NAOMI CANTON, TNN]"|"LONDON: An Indian couple holidaying in Scotland was spat at whilst travelling on a train in what police are treating as a racist crime. The couple, in their sixties, who split their time between Sindri in Dhanbad and Delhi, were visiting their son, Saurav Anand, in his thirties, who works at Royal Bank of Scotland in Edinburgh. Anand moved to Britain in 2011 for his master’s. His parents had come to stay with him on a one-and-a-half-month trip. “It was the most racist, embarrassing and humiliating incidents in my life. I don’t think my parents ever want to come back to Scotland,” Anand told TOI. He relayed how on Saturday at about 8 pm they were travelling on a train from Edinburgh to Armadale, together with Anand’s Polish girlfriend. His mother, Sheila Singh, was wearing a sawleer-kameez, and father Arbind Kumar was in a shirt and trousers. “There was a man in his 40s with a younger man aged around 17 in the same carriage. Both had ponytails and the older man was covered in tattoos. They looked like father and son and locals. Both were white. I was talking to my dad and the older guy kept staring at us and then he said something to his son. The son stared at us a few times and it looked like they were talking about us. Then the older guy opened a pack of crisps and stuck his tongue out at my dad whilst drinking a can of beer, which he passed to his son. They got off at the next stop but stood on the platform and didn’t go anywhere. The train started moving and the younger one came up to the window where we were sitting, said something, looked at my dad and then spat at us through the window. I got up and shouted at him but the train had already left and then they both started walking off. It all happened in a split second.” Anand said he has dealt with subtle incidents of racism here in the past and moved on, but it is the fact it happened in front of his family that made him take it up with the police. “My parents got scared for me as well and are now saying, ‘Why are you here? Come back to India.’ They are shocked. My dad is a retired professor of history. He said to me: ‘It’s like the people here are still living in the colonial era and think they are superior,’” Anand said. “My dad has a lot of self-respect. He has never been spat at by a young kid in India. It seems like in Scotland they lack diversity education. Crime is very high in west Scotland and there are a lot of drugs and alcohol problems,” Anand said. “My mother told me not to report it to the police as she didn’t want any trouble. She was almost in tears when the cops came round on Sunday. She is worried they will come back for me. I do not want these men to get away with this. The police are going to look at the CCTV.” A spokeswoman for British Transport Police said: “Officers received a report of a racially aggravated incident on board a train to Uphall at around 8 pm on Saturday, July 6. It is believed two men spat on a family’s window as they left the train at the station, having made them feel uncomfortable during the journey. Enquiries into the incident are ongoing.” Six months ago Anand says he was falsely accused of shoplifting in an Armadale supermarket in what he believes was a racist incident. He wrote to the store afterwards to complain and they sent him a gift to apologise. Download The Times of India News App for Latest World News."|"Desi couple spat at during train ride in Scotland"|"Wed Jul 10 08:07:00 CEST 2019"|"[world]"
"70158203"|"https://timesofindia.indiatimes.com/world/europe/merkel-seen-shaking-for-third-time-within-weeks/articleshow/70158203.cms"|"[AFP]"|"BERLIN: German Chancellor Angela Merkel suffered a new trembling spell on Wednesday, the third time in less than a month, which has raised questions over her health. Merkel began shaking involuntarily as national anthems were being played at the reception of Finnish Prime Minister Antti Rinne, an AFP photographer witnessed. The shaking was visible although less severe than during the first episode in June. On that occasion she appeared unsteady and shook as she stood in the midday sun next to visiting Ukrainian President Volodymyr Zelensky, whom she was welcoming with military honours. The first bout of shaking was blamed on dehydration, but a second episode struck a week later at the end of June, just hours before she was due to board a plane for the G20 summit in Japan. Officials had sought then to play down fears over her health, with her spokesman saying that she would not cancel any planned engagements. Merkel, who turns 65 in a week, has always enjoyed relatively robust health. Frequently called the European Union's most influential leader and the most powerful woman in the world, Merkel has said she will leave politics at the end of her term, in 2021. Download The Times of India News App for Latest World News."|"Angela Merkel suffers new shaking spell, third in a month"|"Wed Jul 10 17:16:00 CEST 2019"|"[world]"
"70156942"|"https://timesofindia.indiatimes.com/world/europe/german-coalition-wont-break-over-eu-top-job-pick-spds-barley/articleshow/70156942.cms"|"[Reuters]"|"BERLINL: Chancellor Angela Merkel's ruling coalition will not collapse over European Union leaders' choice of Germany's Ursula von der Leyen to head the European Commission, senior Social Democrat (SPD) Katarina Barley said on Wednesday. But Barley, who led the German SPD's campaign for elections to the European Parliament in May, told the broadcaster Deutschlandfunk she did not expect European lawmakers from her left-leaning party to back von der Leyen, a member of Merkel's conservative CDU party, in a confirmation vote. Von der Leyen, Germany's defence minister and a Merkel ally, needs to be confirmed in her new job by an absolute majority of EU lawmakers, and may hit resistance in an assembly aggrieved that EU leaders ignored the lead candidates from the main parliamentary blocs in their horse-trading over top posts. Former SPD leader Sigmar Gabriel has called von der Leyen's nomination an ""unprecedented act of political trickery"", and the move has again strained the coalition in Berlin, a loveless alliance between Merkel's conservatives and the SPD that has already come close to collapsing at least twice. Barley, who was German justice minister until last month, told Deutschlandfunk: ""The coalition in Berlin won't fail over this."" But with reference to the SPD's EU lawmakers, she added: ""All 16 members have said that they cannot approve the personnel proposal (of von der Leyen as Commission president). I expect that to remain the case."" A failure to confirm von der Leyen would be likely to pitch European politics into crisis - it took three days of haggling for leaders to come up with a candidate with a chance of winning the backing of both leaders and the parliament. Download The Times of India News App for Latest World News."|"German coalition won't break over EU top job pick: SPD's Barley"|"Wed Jul 10 14:36:00 CEST 2019"|"[world]"
"70156249"|"https://timesofindia.indiatimes.com/world/europe/france-to-halt-pay-outs-for-homeopathy-from-2021/articleshow/70156249.cms"|"[AFP]"|"PARIS: France will stop reimbursing patients for homeopathic treatment from 2021, the health minister said in an interview published Wednesday, after the national health authority argued the alternative medicine had no proven medical benefit. French Health Minister Agnes Buzyn said the refunds paid by French social security — currently 30 percent of the treatment — will be phased down to 15 percent in 2020 and then to zero in 2021. ""I have decided to start the process for complete non-reimbursement,"" Buzyn told the Le Parisien daily, adding that she was following the advice of the French National Authority for Health (HAS). She added that the transition period would allow both patients and pharmaceutical companies to adapt to the new system. The HAS had at the end of June published a damning scientific view, saying that homeopathy had ""not demonstrated scientifically a sufficient effectiveness to justify a reimbursement"". Buzyn acknowledged that the move could prove unpopular and emphasised it would not stop doctors prescribing homeopathic medicines or patients from buying them. French company Boiron, the world leader in homeopathic products, denounced what it said was an ""incomprehensible and incoherent decision"". It asked for an urgent meeting with President Emmanuel Macron and said it would ""do everything to fight"" the decision. But Buzyn's move also failed to satisfy opponents of homeopathy who said they did not understand the need for the transition period to phase it out. ""Going to 15 percent makes no sense,"" said Francois Morel of Fakemed, a group of doctors who have waged a high-profile campaign against homeopathy. ""The HAS has made clear the absence of specific effectiveness of homeopathy,"" he added. According to official figures, French social security in 2018 paid back patients some 126.8 million euros ($142.2 million) for homeopathic treatment out of a total of 20 billion euros ($22.4 billion) refunded for medicines in total. Buzyn, a prominent haematologist and university professor with no prior experience in politics before joining the government in 2017, has repeatedly made clear the importance of following scientific advice from the HAS. According to French press reports, she had made clear that her position was at stake on the homeopathy issue, saying that the scientific credibility of the government was on the line. Debate has raged about homeopathy since the concept first emerged at the end of the eighteenth century, with critics damning it is no more than pseudoscience. It is based on the idea that a substance that causes certain symptoms can also help to remove those same symptoms. Download The Times of India News App for Latest World News."|"France to halt pay-outs for homeopathy from 2021"|"Wed Jul 10 13:49:00 CEST 2019"|"[world]"
"70152897"|"https://timesofindia.indiatimes.com/world/europe/the-secret-to-tasting-wine-like-a-professional-spitting/articleshow/70152897.cms"|"[AFP]"|"PARIS: Spitting is frowned upon in polite society — unless the spitter is engaged in tasting wines. “It’s by spitting out the wine that you will be even more distinguished in society,” pleads Pierre-Jules Peyrat, a Paris sommelier. Holding forth before a rapt crowd at a wine-tasting in the French capital, Peyrat begins by sticking his expert nose into a glass of chilled rose: it is important to get a good whiff before tasting the wine. Once in the mouth, the wine is swirled around — or chewed — for a few seconds. The taster may then make a “duck face” to allow a bit of air in to detect further characteristics, a step called “grumage”. Next, the mouthful of liquid is spewed back out in an unapologetic burst into a spittoon. For professionals, tasting wine means assessing its appearance, or robe, its interaction with air, its aromas and finally its taste, as well as its “structure” in the mouth. The first step is to identify the wine’s basic quality: is it bitter, sweet, salty, acid or umami — that elusive taste between acid and sweet that is prized in Asia? The appraisal then turns to the tactile sensation the vintage creates: coarse, astringent, effervescent? Spitting the wine out is intrinsic to a tasting. “People think swallowing the wine will give you more aromas, but that’s false,” said Olivier Thienot, who founded the Ecole du Vin de France in 2003. “The aromas often come after the spitting,” agrees Christophe Marchais, an oenologist from western France, acknowledging that the act may seem “a bit bizarre”. Spitting, when the wine mixes with air coming from the nose, can bring out “other prevalent aromatic notes”, Peyrat says, calling the process “retro-olfaction”. It “is a much more intense pleasure than being drunk,” he adds. For France’s some 7,000 oenologists, “spitting is an ordinary act”, says Thienot, adding a professional taster can assess as many as 100 wines on a given day. Download The Times of India News App for Latest World News."|"The secret to tasting wine like a professional? Spitting"|"Wed Jul 10 09:36:00 CEST 2019"|"[world]"
"70151519"|"https://timesofindia.indiatimes.com/world/europe/wing-cracks-found-on-some-airbus-a380s-checks-ordered/articleshow/70151519.cms"|"[Reuters]"|"PARIS: European regulators have ordered inspections on some older Airbus A380 airplanes after some cracks were detected in wings on the world's largest passenger aircraft. The European Aviation Safety Agency (EASA) directive, which formalises an instruction from the manufacturer itself, covers part of the outer wing on the 25 oldest aircraft, which first went into service in 2007 with Singapore Airlines. Airbus said the safety of the aircraft was not affected. ""We confirm that small cracks have been found on the outer rear wing spars of early production A380 aircraft. We have identified the issue and designed an inspection and repair scheme."" an Airbus spokesman said. The repairs, which must be carried out within 15 years of the initial wing box assembly, can be carried out during heavy maintenance visits. EASA said the condition, if not corrected, could reduce the structural integrity of the wing. In 2012, Airbus was forced to carry out A380 inspections and devise a repair programme after cracks were found on part of the wings. reuters Download The Times of India News App for Latest World News."|"Wing cracks found on some Airbus A380s, checks ordered"|"Wed Jul 10 07:23:00 CEST 2019"|"[world]"
"70151400"|"https://timesofindia.indiatimes.com/world/europe/from-nazis-to-hippies-end-of-the-road-for-the-beetle/articleshow/70151400.cms"|"[AP]"|"FRANKFURT: Volkswagen is halting production of the last version of its Beetle model this week at its plant in Puebla, Mexico. It’s the end of the road for a vehicle that has symbolised many things over a history spanning the eight decades since 1938. It has been: a part of Germany’s darkest hours as a never-realized Nazi prestige project. A symbol of Germany’s postwar economic renaissance and rising middle-class prosperity. An example of globalisation. An emblem of the 1960s counterculture in the US. Above all, the car remains a landmark in design. The car’s original design can be traced back to Austrian engineer Ferdinand Porsche, who was hired to fulfill Adolf Hitler’s project for a “people’s car” that would spread auto ownership the way the Ford Model T had in the US. Mass production of what was called the KdF-Wagen, based on the acronym of the Nazi labour organisation under whose auspices it was to be sold, was cancelled due to WW II. Re-launched as a civilian carmaker under supervision of the British occupation authorities, the Volkswagen factory was transferred in 1949 to the Germany government. By 1955, the one millionth Beetle had rolled off the assembly line in the town of Wolfsburg. The US became Volkswagen’s most important single foreign market, peaking at 5,63,522 cars in 1968, or 40% of production. “Unlike in West Germany, where its low price, quality and durability stood for a new postwar normality, in the US the Beetle’s characteristics lent it a profoundly unconventional air in a car culture dominated by size and showmanship,” wrote Bernhard Rieger in his 2013 history, “The People’s Car”. Download The Times of India News App for Latest World News."|"From Nazis to hippies: End of the road for the Beetle"|"Wed Jul 10 06:50:00 CEST 2019"|"[world]"
